gene	FF6wks	FF6wks	FF6wks	FMC6wks	FMC6wks	FMC6wks
Stau2	223	182	130	139	146	148
Stbd1	14	12	5	31	15	21
Stc1	9	5	7	10	5	1
Stc2	5	4	7	6	6	4
Steap1	1	1	1	4	0	0
Steap2	68	104	83	145	121	113
Steap3	93	183	105	148	161	147
Steap4	29	19	14	28	17	10
Stfa1	0	1	0	0	0	0
Stfa2	4	0	0	0	0	0
Stfa2l1	0	0	2	0	0	0
Stfa3	0	0	0	0	0	0
Stil	3	10	11	11	14	6
Stim1	614	703	753	675	595	674
Stim2	311	353	244	284	317	253
Stip1	717	919	795	791	796	865
Stk10	128	169	128	226	169	180
Stk11	347	413	368	444	384	346
Stk11ip	126	130	85	155	123	102
Stk16	127	156	140	147	165	148
Stk17b	129	130	134	133	133	106
Stk19	87	74	58	78	77	60
Stk24	253	296	320	290	361	281
Stk25	380	431	330	396	373	366
Stk3	235	367	295	350	325	286
Stk30	45	56	40	48	52	45
Stk31	1	1	0	1	1	3
Stk32a	201	222	174	276	254	198
Stk32b	23	23	28	24	25	26
Stk32c	235	148	113	108	87	100
Stk33	39	36	33	41	37	44
Stk35	143	160	137	183	141	119
Stk36	38	36	46	71	68	47
Stk38	304	348	359	499	383	348
Stk38l	197	189	205	225	208	172
Stk39	892	1185	1030	1165	860	993
Stk4	404	484	377	431	442	381
Stk40	155	176	109	226	168	148
Stmn1	4047	3992	3247	4276	2739	3933
Stmn1-rs1	6	3	3	3	4	2
Stmn2	565	360	220	281	465	340
Stmn3	878	537	406	421	568	426
Stmn4	1356	2134	1082	1920	1269	1858
Stmnd1	2	10	5	5	5	2
Stom	313	576	509	502	451	328
Stoml1	96	97	58	125	101	113
Stoml2	143	195	114	161	189	147
Stoml3	3	17	11	10	7	4
Ston1	262	415	418	338	300	328
Ston2	298	296	191	347	270	247
Stox1	9	14	16	16	21	16
Stox2	717	653	417	831	609	580
Stpg1	4	12	4	5	1	3
Stpg2	3	2	2	4	1	2
Stra13	24	76	56	62	49	41
Stra6	108	238	164	273	184	147
Stra8	4	4	0	1	1	3
Strada	73	69	57	68	83	63
Stradb	79	89	78	66	76	57
Strap	684	810	669	891	756	740
Strbp	1052	782	528	707	717	708
Strc	7	2	6	3	3	7
Strip1	253	320	264	320	349	347
Strip2	92	54	52	42	51	44
Strn	785	858	651	1096	842	918
Strn3	853	1005	792	1007	954	1018
Strn4	492	520	378	501	500	454
Stt3a	554	736	649	745	655	525
Stt3b	810	930	837	1075	946	770
Stub1	232	287	221	274	240	255
Stx11	16	42	30	29	19	20
Stx12	554	755	582	779	700	702
Stx16	294	337	277	396	367	302
Stx17	214	310	264	315	295	262
Stx18	175	226	216	261	179	181
Stx19	6	5	5	5	14	1
Stx1a	390	82	57	46	74	78
Stx1b	470	290	149	231	278	267
Stx2	186	284	232	245	227	200
Stx3	185	215	163	187	172	207
Stx4a	302	361	308	449	327	415
Stx5a	225	263	248	310	267	220
Stx6	293	402	281	308	291	307
Stx7	450	645	478	721	572	626
Stx8	130	186	147	182	141	179
Stxbp1	1276	797	610	631	773	623
Stxbp2	164	230	180	204	192	182
Stxbp3a	442	422	390	529	367	393
Stxbp3b	15	11	6	16	10	11
Stxbp4	202	289	244	297	253	216
Stxbp5	423	359	252	321	340	279
Stxbp5l	460	303	162	184	276	226
Stxbp6	269	336	208	341	266	230
Styk1	5	11	10	12	7	4
Styx	71	110	85	135	100	108
Styxl1	4	5	5	9	6	8
Sub1	521	532	420	486	518	529
Sucla2	430	652	522	697	589	576
Suclg1	359	489	346	541	444	495
Suclg2	145	293	224	351	276	342
Sucnr1	0	0	1	1	2	0
Suco	491	604	481	598	588	557
Suds3	661	919	792	901	822	844
Sufu	86	134	106	127	103	103
Sugp1	231	300	250	262	219	276
Sugp2	198	255	170	211	221	196
Sugt1	263	407	316	357	338	325
Sulf1	346	712	562	740	558	507
Sulf2	1418	1495	1175	1936	1588	1392
Sult1a1	797	1160	1148	763	743	829
Sult1b1	0	1	0	0	0	0
Sult1c1	0	0	1	3	0	0
Sult1c2	5	1	0	1	0	0
Sult1d1	1	0	2	2	0	0
Sult1e1	0	1	0	1	0	0
Sult2a1	0	0	1	0	1	0
Sult2a2	0	0	0	0	0	0
Sult2a3	2	0	0	0	0	0
Sult2a4	0	1	0	2	0	2
Sult2a5	0	0	0	0	0	0
Sult2a6	0	2	0	0	0	2
Sult2a7	2	0	0	0	0	0
Sult2b1	3	0	0	1	1	0
Sult3a1	0	0	0	0	0	0
Sult4a1	247	89	81	50	92	73
Sult5a1	4	7	8	7	10	2
Sult6b1	4	21	20	21	16	10
Sumf1	215	313	276	300	274	269
Sumf2	61	84	78	76	66	65
Sumo1	420	511	393	492	432	407
Sumo2	592	850	653	779	582	680
Sumo3	501	688	544	649	526	558
Sun1	324	393	316	379	335	293
Sun2	470	627	660	668	561	601
Sun3	2	0	0	1	0	0
Sun5	1	1	1	1	0	0
Suox	75	113	113	109	99	99
Supt16	1185	1559	1125	1626	1404	1389
Supt20	147	154	146	143	154	162
Supt3	64	119	91	98	96	76
Supt4a	64	117	75	101	67	54
Supt5	734	954	723	968	770	864
Supt6	1505	1782	1427	1927	1625	1761
Supt7l	163	193	147	212	145	166
Supv3l1	91	116	74	116	112	102
Surf1	116	171	139	171	144	148
Surf2	103	132	86	117	105	106
Surf4	418	524	552	572	530	455
Surf6	133	141	135	185	152	190
Susd1	48	39	27	38	32	28
Susd2	62	135	98	96	97	87
Susd3	16	19	21	20	13	17
Susd4	83	70	49	56	75	62
Susd5	126	119	95	212	170	183
Suv39h1	83	109	89	92	98	99
Suv39h2	32	29	14	41	34	15
Suv420h1	493	516	453	588	506	477
Suv420h2	85	105	114	108	129	105
Suz12	300	349	252	390	350	345
Sv2a	904	825	614	876	743	761
Sv2b	386	52	27	34	44	50
Sv2c	52	25	31	33	44	16
Sva	0	0	0	0	0	0
Sval1	0	0	0	0	1	0
Sval2	1	0	0	0	0	0
Sval3	1	0	0	0	1	0
Svep1	92	100	88	100	153	86
Svil	483	873	632	818	692	719
Svip	305	410	328	465	325	408
Svop	99	55	42	30	56	35
Svopl	1	13	9	7	9	2
Svs1	2	2	1	1	1	1
Svs2	1	0	0	0	0	0
Svs3a	0	0	0	0	0	1
Svs3b	0	0	0	0	0	0
Svs4	0	1	1	0	0	0
Svs5	0	0	0	0	0	0
Svs6	0	0	0	0	0	0
Swap70	243	334	329	343	301	344
Swi5	303	480	399	489	359	440
Swsap1	34	58	33	28	38	28
Swt1	139	198	130	173	164	168
Syap1	352	497	408	479	380	417
Sybu	165	130	111	156	136	137
Syce1	2	7	1	2	1	0
Syce1l	2	1	2	1	3	5
Syce2	9	7	12	18	11	10
Syce3	0	0	0	0	0	0
Sycn	1	0	0	0	0	0
Sycp1	9	21	14	24	14	12
Sycp1-ps1	0	3	0	1	0	1
Sycp2	30	20	13	25	21	30
Sycp3	17	30	19	46	25	29
Syde1	110	211	159	168	180	162
Syde2	111	88	77	122	72	72
Syf2	832	1239	956	1302	915	1252
Syk	107	84	109	128	71	93
Sympk	511	642	454	591	505	492
Syn1	870	349	263	286	328	253
Syn2	522	399	223	381	385	348
Syn3	191	111	85	152	146	99
Syna	25	17	9	23	15	18
Synb	0	0	0	0	0	0
Sync	26	48	47	31	38	30
Syncrip	749	861	646	928	768	786
Syndig1	36	23	12	11	18	13
Syndig1l	3	6	3	6	8	5
Syne1	2946	2020	1389	2382	2019	2189
Syne2	1096	1513	1298	1423	1294	1040
Syne3	114	163	168	200	169	206
Syne4	6	10	5	12	12	2
Syngr1	499	321	172	260	254	255
Syngr2	165	168	192	254	194	161
Syngr3	95	80	51	54	64	51
Syngr4	4	1	1	1	0	0
Synj1	1194	1025	714	1035	930	809
Synj2	452	409	296	543	334	433
Synj2bp	535	585	463	560	490	499
Synm	816	1015	715	1220	730	878
Synpo	293	232	257	180	154	125
Synpo2	409	551	516	486	341	309
Synpo2l	2	8	3	6	11	3
Synpr	66	25	20	10	25	14
Synrg	468	529	345	566	516	462
Syp	1900	852	587	546	756	615
Sypl	393	622	407	645	433	443
Sypl2	11	9	5	17	20	13
Sys1	198	187	164	232	160	180
Syt1	2412	713	472	357	585	463
Syt10	79	125	109	94	123	124
Syt11	3525	3521	2580	4749	3499	3749
Syt12	235	318	288	168	194	255
Syt13	259	125	113	95	116	112
Syt14	31	39	18	20	38	26
Syt15	13	8	7	19	19	10
Syt16	65	33	29	31	35	27
Syt17	53	22	13	24	31	29
Syt2	37	7	9	12	7	7
Syt3	59	56	40	27	34	27
Syt4	357	229	235	127	326	159
Syt5	175	124	90	69	119	83
Syt6	17	21	7	10	28	2
Syt7	457	329	202	212	194	171
Syt8	0	0	0	0	0	0
Syt9	80	119	74	109	86	99
Sytl1	6	12	14	6	7	11
Sytl2	299	523	214	508	326	342
Sytl3	11	31	31	21	15	22
Sytl4	77	109	78	109	75	86
Sytl5	56	80	41	74	50	55
Syvn1	165	182	152	170	173	120
Szrd1	184	316	288	313	252	316
Szt2	266	254	196	304	237	208
T	2	1	0	1	0	0
T2	20	34	20	21	33	8
Taar1	0	2	0	0	0	0
Taar2	0	0	0	0	1	0
Taar3	0	0	0	3	0	1
Taar4	0	0	0	0	0	0
Taar5	0	0	0	1	0	0
Taar6	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0
Taar7b	1	0	0	0	1	0
Taar7d	0	0	1	0	0	0
Taar7e	0	0	0	0	1	0
Taar7f	0	0	0	1	0	0
Taar8a	0	0	0	0	0	1
Taar8b	0	0	0	0	0	1
Taar8c	0	1	0	0	0	0
Taar9	1	1	0	0	0	0
Tab1	130	153	124	170	141	155
Tab2	856	1145	911	1149	893	945
Tab3	151	135	141	154	121	107
Tac1	18	9	3	9	12	11
Tac2	15	7	3	4	0	5
Tac4	1	0	0	0	3	0
Tacc1	1261	1288	1135	1461	1145	1033
Tacc2	272	360	321	329	307	314
Tacc3	61	71	59	78	38	57
Taco1	42	56	40	45	43	40
Tacr1	11	31	21	12	21	13
Tacr2	6	2	1	2	3	0
Tacr3	4	18	3	7	6	11
Tacstd2	6	6	6	9	4	2
Tada1	106	133	109	151	111	108
Tada2a	144	155	130	153	152	161
Tada2b	246	321	244	312	250	270
Tada3	100	129	130	169	109	129
Taf1	1182	1520	1118	1614	1337	1322
Taf10	107	132	144	177	108	119
Taf11	80	86	59	76	65	79
Taf12	98	122	135	124	136	97
Taf13	207	219	170	332	208	232
Taf15	435	536	461	569	489	492
Taf1a	58	91	64	81	52	68
Taf1b	128	115	95	132	110	119
Taf1c	34	31	24	42	23	26
Taf1d	262	255	250	264	211	200
Taf2	257	275	238	304	297	268
Taf3	279	303	247	336	279	232
Taf4a	140	130	98	138	116	102
Taf4b	32	22	18	25	19	29
Taf5	68	62	42	49	42	44
Taf5l	41	58	58	62	63	53
Taf6	160	149	169	171	140	159
Taf6l	17	29	23	29	15	21
Taf7	168	255	173	203	214	184
Taf7l	7	1	0	0	5	1
Taf8	139	135	129	176	134	119
Taf9	134	187	155	156	150	121
Taf9b	258	355	266	392	334	299
Tagap	19	39	23	37	36	23
Tagap1	33	39	39	56	39	34
Tagln	130	409	387	196	184	156
Tagln2	97	207	144	211	126	127
Tagln3	308	357	178	315	293	424
Tal1	13	8	12	13	11	7
Tal2	1	2	0	3	1	1
Taldo1	880	1142	885	1291	1014	1076
Tamm41	28	27	23	25	30	21
Tanc1	444	579	410	630	431	470
Tanc2	761	686	448	660	644	503
Tango2	67	72	70	71	60	62
Tango6	45	60	62	63	54	55
Tank	313	356	281	446	331	314
Taok1	2515	2865	2174	2941	2630	2513
Taok2	852	907	679	959	864	935
Taok3	751	765	682	771	764	691
Tap1	80	82	80	150	115	106
Tap2	116	163	134	240	154	150
Tapbp	435	612	608	725	612	579
Tapbpl	56	97	57	70	81	65
Tapt1	422	475	430	553	449	436
Tarbp2	50	53	55	51	37	48
Tardbp	731	906	788	936	801	892
Tarm1	1	0	2	2	1	0
Tars	321	458	393	445	373	385
Tars2	128	135	116	154	107	125
Tarsl2	107	152	81	149	152	132
Tas1r1	29	32	28	23	14	14
Tas1r2	1	0	1	6	1	2
Tas1r3	31	16	8	11	13	8
Tas2r102	0	0	0	0	0	0
Tas2r103	0	0	0	0	1	0
Tas2r104	0	0	0	0	0	0
Tas2r105	0	1	0	0	0	0
Tas2r106	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0
Tas2r108	0	0	0	1	2	2
Tas2r109	0	0	0	0	0	0
Tas2r110	0	0	2	0	0	2
Tas2r113	0	0	1	3	1	0
Tas2r114	0	0	0	0	0	0
Tas2r115	0	0	1	0	0	0
Tas2r116	0	1	0	0	0	0
Tas2r117	0	0	0	0	0	0
Tas2r118	0	0	0	1	0	0
Tas2r119	0	0	0	1	0	0
Tas2r120	1	0	0	3	0	0
Tas2r121	0	0	0	2	1	0
Tas2r122	1	0	0	1	0	0
Tas2r123	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0
Tas2r125	5	1	3	0	1	2
Tas2r126	1	0	0	0	2	0
Tas2r129	0	0	0	0	0	0
Tas2r130	1	0	0	0	0	0
Tas2r131	1	0	0	0	0	0
Tas2r134	0	0	0	0	1	0
Tas2r135	1	0	0	2	1	0
Tas2r136	0	0	0	0	0	0
Tas2r137	2	11	3	5	3	4
Tas2r138	0	1	0	2	0	0
Tas2r139	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0
Tas2r143	6	2	0	1	3	1
Tas2r144	0	0	0	0	0	0
Tasp1	64	73	49	69	61	74
Tat	1	3	6	2	2	1
Tatdn1	53	46	41	47	61	43
Tatdn2	163	204	168	226	159	164
Tatdn3	80	111	62	107	68	60
Tax1bp1	2013	2508	1995	2525	2053	2393
Tax1bp3	115	193	211	196	147	127
Taz	160	207	140	187	172	171
Tbata	5	1	1	1	0	2
Tbc1d1	160	204	134	200	150	147
Tbc1d10a	67	100	88	142	93	99
Tbc1d10b	430	523	395	628	504	525
Tbc1d10c	14	4	7	13	8	10
Tbc1d12	250	276	222	399	315	283
Tbc1d13	183	211	160	215	203	178
Tbc1d14	364	456	347	558	322	400
Tbc1d15	308	492	345	470	362	393
Tbc1d16	275	361	260	282	257	246
Tbc1d17	177	210	203	253	199	220
Tbc1d19	181	245	212	280	234	203
Tbc1d2	11	13	13	26	18	36
Tbc1d20	92	110	99	122	93	118
Tbc1d21	1	3	1	3	2	3
Tbc1d22a	146	145	108	172	122	122
Tbc1d22b	195	217	199	257	226	233
Tbc1d23	262	258	265	310	277	295
Tbc1d24	223	176	134	161	179	135
Tbc1d25	23	28	21	53	39	40
Tbc1d2b	245	233	228	335	254	250
Tbc1d30	146	73	40	56	58	58
Tbc1d4	90	133	75	111	79	91
Tbc1d5	372	389	298	586	407	399
Tbc1d7	29	44	38	50	39	37
Tbc1d8	183	161	160	189	137	175
Tbc1d8b	112	115	127	107	120	98
Tbc1d9	159	139	102	188	190	138
Tbc1d9b	1246	1547	1255	1739	1261	1317
Tbca	188	256	218	231	195	218
Tbcb	211	279	207	228	235	196
Tbcc	75	80	83	92	88	99
Tbccd1	74	117	81	166	128	111
Tbcd	204	293	164	326	218	249
Tbce	126	136	76	126	112	87
Tbcel	426	464	376	557	400	492
Tbck	145	167	138	214	161	125
Tbk1	315	379	298	422	306	296
Tbkbp1	125	130	108	115	149	91
Tbl1x	307	342	325	364	346	273
Tbl1xr1	502	538	443	530	491	459
Tbl2	110	118	98	148	135	108
Tbl3	74	88	72	71	96	79
Tbp	145	158	144	171	175	172
Tbpl1	175	174	179	159	149	160
Tbpl2	0	0	0	1	0	2
Tbr1	88	10	4	5	6	0
Tbrg1	214	297	244	247	241	257
Tbrg3	114	48	39	83	59	46
Tbrg4	68	68	63	53	54	49
Tbx1	8	11	19	15	5	8
Tbx10	1	3	2	5	4	1
Tbx15	245	410	355	338	328	273
Tbx18	124	227	195	234	168	167
Tbx19	3	1	2	1	0	1
Tbx2	42	45	33	43	27	36
Tbx20	4	0	0	3	0	1
Tbx21	7	6	2	6	7	2
Tbx22	4	13	13	8	13	17
Tbx3	17	31	17	33	26	21
Tbx4	2	3	1	8	0	2
Tbx5	1	0	2	0	1	1
Tbx6	8	10	6	5	5	2
Tbxa2r	2	1	2	8	6	3
Tbxas1	44	51	56	106	78	60
Tc2n	5	0	0	0	1	2
Tcaim	99	109	86	127	107	138
Tcam1	1	1	2	0	2	2
Tcap	14	1	1	2	0	2
Tcea1	459	625	504	619	527	497
Tcea2	57	45	50	30	42	42
Tcea3	34	200	46	50	44	65
Tceal1	238	372	279	331	298	275
Tceal3	259	302	201	241	265	282
Tceal5	113	96	68	113	81	69
Tceal6	57	40	43	28	54	44
Tceal7	3	0	4	0	1	1
Tceal8	419	710	569	633	559	599
Tceanc	15	42	20	39	23	30
Tceanc2	95	121	96	142	122	100
Tceb1	74	108	73	125	92	97
Tceb2	147	214	196	189	172	164
Tceb3	423	562	534	616	537	561
Tcerg1	652	556	469	553	510	477
Tcerg1l	21	30	25	37	28	21
Tcf12	745	920	682	1068	878	797
Tcf15	2	1	0	2	0	0
Tcf19	22	21	30	29	18	17
Tcf20	871	732	532	758	693	729
Tcf21	0	0	1	0	0	0
Tcf23	4	3	4	10	2	5
Tcf25	2007	1767	1722	1915	1753	1704
Tcf3	251	281	220	334	244	223
Tcf4	1551	1587	1078	1681	1408	1281
Tcf7	26	37	49	76	44	41
Tcf7l1	129	173	151	204	150	139
Tcf7l2	218	254	231	281	267	226
Tcfl5	0	0	1	3	3	3
Tchh	47	78	42	49	47	51
Tchhl1	1	4	1	0	0	1
Tchp	161	238	155	194	170	191
Tcirg1	152	123	139	212	158	139
Tcl1	2	1	0	1	0	0
Tcl1b1	2	0	0	0	0	0
Tcl1b2	0	1	0	0	0	0
Tcl1b3	0	0	0	0	1	0
Tcl1b4	1	0	0	2	0	0
Tcl1b5	3	1	0	1	1	0
Tcn2	275	453	465	477	378	372
Tcof1	202	213	210	220	199	193
Tcp1	1107	1554	1364	1544	1422	1351
Tcp10a	1	0	0	0	0	1
Tcp10b	0	2	4	3	3	6
Tcp10c	1	3	1	3	1	0
Tcp11	6	1	7	3	5	3
Tcp11l1	244	251	164	286	223	218
Tcp11l2	141	179	175	230	187	175
Tcstv1	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0
Tcta	128	170	198	169	151	137
Tcte1	9	7	13	15	10	9
Tcte2	16	9	7	8	14	7
Tcte3	0	0	0	0	0	0
Tctex1d1	2	2	0	0	4	2
Tctex1d2	28	49	33	29	25	25
Tctex1d4	1	5	3	6	5	8
Tctn1	43	68	58	59	42	60
Tctn2	88	139	129	112	105	125
Tctn3	55	57	43	66	49	49
Tdg	3	7	3	2	0	3
Tdgf1	9	22	11	14	8	9
Tdh	2	3	0	4	1	1
Tdo2	6	14	9	6	4	3
Tdp1	58	57	51	55	39	55
Tdp2	82	121	83	119	120	93
Tdpoz1	0	0	0	0	0	1
Tdpoz2	0	1	0	0	0	0
Tdpoz3	1	2	2	1	2	0
Tdpoz4	0	1	0	0	0	0
Tdpoz5	0	0	0	0	0	0
Tdrd1	1	0	3	5	1	3
Tdrd12	2	1	1	0	0	1
Tdrd3	251	322	285	338	255	272
Tdrd5	18	5	19	8	13	9
Tdrd6	28	22	20	51	6	33
Tdrd7	229	279	224	379	259	246
Tdrd9	8	4	0	6	6	7
Tdrkh	199	213	139	235	213	217
Tead1	461	595	448	653	590	492
Tead2	31	97	92	67	56	60
Tead3	26	61	47	71	52	33
Tead4	11	13	13	11	8	13
Tec	97	147	124	138	80	111
Tecpr1	180	259	198	236	206	202
Tecpr2	307	268	202	317	287	290
Tecr	615	703	530	707	590	563
Tecrl	10	1	0	1	2	1
Tecta	7	2	3	14	9	14
Tectb	3	0	1	3	1	2
Teddm1	0	3	1	1	0	1
Tef	524	560	433	761	603	587
Tefm	22	45	34	58	28	49
Tek	70	104	39	54	43	53
Tekt1	65	76	62	50	76	57
Tekt2	15	36	24	22	39	21
Tekt3	6	4	0	0	6	8
Tekt4	19	18	20	25	25	21
Tekt5	32	37	8	23	33	17
Telo2	59	52	31	45	58	54
Ten1	20	21	20	30	24	21
Tenc1	616	1017	834	1062	781	744
Tenm1	159	151	55	112	155	122
Tenm2	180	75	43	76	64	44
Tenm3	569	509	346	644	572	494
Tenm4	535	464	320	750	535	568
Tep1	138	183	120	186	151	135
Tepp	0	0	0	2	1	0
Terc	0	0	0	0	0	0
Terf1	77	59	69	104	86	81
Terf2	219	258	225	251	242	225
Terf2ip	305	399	304	383	398	318
Tert	20	27	15	22	24	13
Tes	51	114	98	130	82	94
Tesc	41	11	7	8	15	3
Tescl	2	0	9	3	3	1
Tesk1	144	159	108	139	109	130
Tesk2	68	111	83	127	84	89
Tespa1	10	0	6	4	2	1
Tet1	161	270	159	276	206	210
Tet2	676	663	492	793	657	590
Tet3	519	470	413	573	416	378
Tex10	93	128	70	149	125	97
Tex101	1	2	0	3	0	0
Tex11	4	4	0	10	4	3
Tex12	13	7	3	9	7	3
Tex13	4	1	0	4	2	2
Tex13a	1	0	0	0	0	1
Tex14	5	10	5	3	3	7
Tex15	36	124	36	113	51	88
Tex16	9	8	11	7	10	7
Tex19.1	1	4	0	0	0	1
Tex19.2	0	0	0	1	2	0
Tex2	363	414	307	379	333	342
Tex21	1	2	2	0	0	0
Tex22	2	3	1	3	1	8
Tex24	0	0	0	0	1	0
Tex26	4	8	2	2	2	2
Tex261	130	173	118	188	141	128
Tex264	178	248	228	259	214	209
Tex28	0	0	0	0	0	0
Tex29	0	0	1	1	1	0
Tex30	13	15	14	13	4	7
Tex33	0	1	0	0	0	2
Tex35	3	0	0	1	0	0
Tex36	0	0	3	0	0	1
Tex37	0	2	0	0	1	0
Tex38	0	2	0	2	0	0
Tex40	12	5	5	7	4	3
Tex9	220	243	210	277	275	243
Tfam	151	233	181	225	186	210
Tfap2a	8	9	8	15	4	5
Tfap2b	46	31	42	13	21	10
Tfap2c	3	3	1	5	1	2
Tfap2d	20	1	2	2	0	2
Tfap2e	4	2	1	2	0	0
Tfap4	28	47	38	35	47	46
Tfb1m	32	24	20	14	31	27
Tfb2m	108	149	153	140	142	122
Tfcp2	147	137	132	169	160	144
Tfcp2l1	216	280	230	336	254	259
Tfdp1	306	340	309	334	301	286
Tfdp2	398	546	468	624	533	514
Tfe3	149	197	137	172	139	135
Tfeb	133	164	99	163	130	134
Tfec	4	0	0	2	2	1
Tff1	0	0	0	0	0	0
Tff2	1	2	0	1	0	1
Tff3	0	2	0	0	0	0
Tfg	389	516	409	541	484	450
Tfip11	186	255	187	261	225	240
Tfpi	459	1196	1083	908	973	856
Tfpi2	3	8	3	1	5	4
Tfpt	73	97	55	104	83	93
Tfr2	11	4	6	3	3	4
Tfrc	505	568	328	494	461	455
Tg	3	4	5	3	2	4
Tgds	54	70	50	58	54	59
Tgfa	240	367	262	483	280	370
Tgfb1	70	111	100	122	91	71
Tgfb1i1	112	150	144	187	134	114
Tgfb2	512	803	615	653	822	522
Tgfb3	267	364	372	279	226	207
Tgfbi	418	732	551	522	424	415
Tgfbr1	540	713	532	761	546	487
Tgfbr2	541	1054	811	1118	808	823
Tgfbr3	925	1383	1250	1217	1217	929
Tgfbrap1	337	380	353	477	395	337
Tgif1	25	60	48	57	38	51
Tgif2	32	35	30	37	27	26
Tgif2lx1	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0
Tgm1	4	7	6	21	5	5
Tgm2	186	365	337	342	193	201
Tgm3	6	2	1	3	1	1
Tgm4	17	13	13	25	8	10
Tgm5	2	2	8	0	4	5
Tgm6	3	5	2	3	2	0
Tgm7	3	1	1	1	2	0
Tgoln1	434	598	468	578	460	438
Tgoln2	0	0	0	0	0	0
Tgs1	259	281	205	275	284	230
Tgtp1	12	18	18	47	50	40
Tgtp2	33	32	33	72	53	64
Th	28	41	17	27	36	25
Tha1	5	20	13	14	23	17
Thada	165	185	153	202	181	139
Thap1	63	91	53	76	67	82
Thap11	48	91	80	98	87	73
Thap2	137	145	128	178	155	133
Thap3	39	49	38	41	43	36
Thap4	60	69	66	59	65	60
Thap6	36	58	29	40	54	46
Thap7	44	64	50	44	46	45
Thbd	673	1651	1285	1062	1152	1035
Thbs1	336	521	483	509	696	468
Thbs2	509	1172	835	971	920	851
Thbs3	124	159	123	164	150	126
Thbs4	28	27	26	30	34	27
Theg	0	0	2	0	2	1
Them4	61	51	34	42	48	57
Them5	0	2	0	0	0	1
Them6	43	30	24	37	23	16
Themis	3	8	9	4	3	5
Themis2	31	39	38	40	26	27
Themis3	2	0	0	1	0	1
Thg1l	32	23	14	34	22	34
Thnsl1	83	96	88	118	88	89
Thnsl2	24	50	42	72	58	43
Thoc1	302	350	232	322	248	221
Thoc2	767	856	705	841	830	759
Thoc3	131	128	122	143	86	98
Thoc5	100	111	114	173	134	124
Thoc6	41	56	33	46	44	37
Thoc7	154	199	148	154	156	184
Thop1	116	135	116	155	120	166
Thpo	23	20	13	25	8	3
Thra	1982	1845	1477	2019	1792	1760
Thrap3	1411	1827	1543	1997	1660	1761
Thrb	250	226	143	291	237	258
Thrsp	123	142	161	303	243	274
Thsd1	19	36	20	47	18	29
Thsd4	904	1647	1292	1281	1246	1187
Thsd7a	642	491	464	761	532	540
Thsd7b	28	52	32	37	39	30
Thtpa	115	158	121	136	130	144
Thumpd1	324	393	287	355	297	358
Thumpd2	28	32	23	36	36	30
Thumpd3	91	146	108	174	128	156
Thy1	679	167	169	360	270	253
Thyn1	33	24	34	24	33	23
Tia1	464	518	360	507	506	410
Tial1	372	405	346	446	397	352
Tiam1	255	214	137	142	181	132
Tiam2	174	123	100	164	117	122
Ticam1	106	158	99	145	121	117
Ticam2	26	28	29	27	25	25
Ticrr	7	11	11	5	17	5
Tie1	21	44	22	39	15	23
Tifa	54	55	86	103	80	64
Tifab	36	34	62	47	28	20
Tigd2	106	121	104	101	131	101
Tigd3	15	5	11	12	18	16
Tigd4	4	4	2	1	1	0
Tigd5	21	31	28	23	23	23
Tigit	13	5	1	7	7	3
Timd2	2	2	1	0	0	2
Timd4	13	13	8	33	23	23
Timeless	37	50	44	64	44	33
Timm10	24	54	37	38	37	30
Timm10b	66	86	74	74	88	72
Timm13	62	100	58	84	84	78
Timm17a	103	155	148	143	104	135
Timm17b	57	114	82	108	84	78
Timm21	67	94	84	145	92	92
Timm22	81	87	77	79	82	98
Timm23	158	196	177	219	158	147
Timm44	215	292	192	291	224	262
Timm50	48	56	52	65	46	50
Timm8a1	43	96	62	107	99	79
Timm8a2	4	0	0	0	0	0
Timm8b	145	214	116	181	150	167
Timm9	39	50	35	41	50	45
Timmdc1	82	129	101	150	129	129
Timp1	26	21	24	44	23	26
Timp2	1648	2396	2168	2337	1973	1927
Timp3	3638	7439	5791	6322	5041	5142
Timp4	173	157	160	538	414	383
Tinag	1	0	0	1	0	0
Tinagl1	43	76	94	63	34	42
Tinf2	44	55	48	87	63	57
Tiparp	155	204	158	202	178	198
Tipin	113	160	139	187	137	159
Tiprl	166	201	150	226	180	172
Tirap	88	90	63	78	60	54
Tjap1	107	107	114	147	126	114
Tjp1	1833	3062	2337	3185	2691	2326
Tjp2	572	752	513	834	748	755
Tjp3	6	17	12	13	7	13
Tk1	19	13	23	23	12	11
Tk2	115	156	97	165	128	114
Tkt	623	926	684	1039	792	876
Tktl1	0	2	1	0	1	0
Tktl2	0	1	4	0	1	0
Tlcd1	42	50	29	60	68	66
Tlcd2	29	54	73	62	50	47
Tle1	161	207	136	195	189	161
Tle2	138	133	99	166	112	135
Tle3	482	599	484	535	482	457
Tle4	233	252	222	347	345	233
Tle6	20	31	18	17	20	15
Tlk1	583	646	492	613	624	537
Tlk2	402	509	330	546	484	463
Tll1	62	157	127	120	231	141
Tll2	6	6	6	2	4	4
